"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Klebsiella_pneumoniae_strain1","Klebsiella_pneumoniae_strain2"
"virB9","","Type IV secretion system protein virB9","1","1","1","95","1710","318","35","","905","905","905","","MDIKJABB_03741"
"group_1474","","hypothetical protein","1","1","1","95","1709","318","34","","1250","1250","1250","","MDIKJABB_03742"
"group_1475","","Type IV secretion system protein VirB11","1","1","1","95","1708","318","33","","1025","1025","1025","","MDIKJABB_03743"
"group_1476","","hypothetical protein","1","1","1","95","1707","318","32","","305","305","305","","MDIKJABB_03744"
"group_1477","","hypothetical protein","1","1","1","95","1706","318","31","","305","305","305","","MDIKJABB_03745"
"group_1478","","hypothetical protein","1","1","1","95","1705","318","30","","1859","1859","1859","","MDIKJABB_03746"
"group_1479","","hypothetical protein","1","1","1","95","1704","318","29","","746","746","746","","MDIKJABB_03747"
"traC_1","","DNA primase TraC","1","1","1","95","1703","318","28","","947","947","947","","MDIKJABB_03748"
"group_1481","","hypothetical protein","1","1","1","95","225","48","1","","947","947","947","","MDIKJABB_03791"
"group_1482","","hypothetical protein","1","1","1","95","843","127","2","","686","686","686","","MDIKJABB_03858"
"group_1483","","hypothetical protein","1","1","1","95","844","127","1","","695","695","695","","MDIKJABB_03859"
"group_1484","dmlR_14","HTH-type transcriptional regulator DmlR","1","1","1","95","391","195","3","","932","932","932","","MDIKJABB_03887"
"group_1485","","hypothetical protein","1","1","1","95","389","195","2","","434","434","434","","MDIKJABB_03888"
"group_1486","","hypothetical protein","1","1","1","95","390","195","1","","476","476","476","","MDIKJABB_03889"
"group_1487","","hypothetical protein","1","1","1","93","94","11","1","","503","503","503","","MDIKJABB_03901"
"group_1488","","hypothetical protein","1","1","1","93","66","33","1","","1040","1040","1040","","MDIKJABB_03960"
"group_1489","","hypothetical protein","1","1","1","93","261","297","1","","848","848","848","","MDIKJABB_04001"
"ttuB_3","","Putative tartrate transporter","1","1","1","95","408","286","10","","1340","1340","1340","JODDOAAB_02825",""
"group_1490","","hypothetical protein","1","1","1","93","260","297","2","","185","185","185","","MDIKJABB_04002"
"group_1491","","hypothetical protein","1","1","1","93","259","297","17","","566","566","566","","MDIKJABB_04003"
"group_1492","","hypothetical protein","1","1","1","93","258","297","16","","2129","2129","2129","","MDIKJABB_04004"
"group_1493","","hypothetical protein","1","1","1","93","257","297","15","","245","245","245","","MDIKJABB_04005"
"group_1494","","hypothetical protein","1","1","1","93","256","297","14","","323","323","323","","MDIKJABB_04006"
"group_1495","","hypothetical protein","1","1","1","93","255","297","13","","401","401","401","","MDIKJABB_04007"
"group_1496","","hypothetical protein","1","1","1","93","254","297","12","","446","446","446","","MDIKJABB_04008"
"group_1497","","hypothetical protein","1","1","1","93","253","297","11","","221","221","221","","MDIKJABB_04009"
"group_1498","","hypothetical protein","1","1","1","93","252","297","10","","968","968","968","","MDIKJABB_04010"
"group_1499","dnaB_2","Replicative DNA helicase","1","1","1","93","251","297","9","","1388","1388","1388","","MDIKJABB_04011"
"ttuB_4","","Putative tartrate transporter","1","1","1","95","226","219","3","","1310","1310","1310","JODDOAAB_03768",""
"group_1500","","hypothetical protein","1","1","1","93","250","297","8","","650","650","650","","MDIKJABB_04012"
"group_1501","","hypothetical protein","1","1","1","93","249","297","7","","233","233","233","","MDIKJABB_04013"
"group_1502","","hypothetical protein","1","1","1","93","248","297","6","","785","785","785","","MDIKJABB_04014"
"group_1503","","hypothetical protein","1","1","1","93","247","297","5","","134","134","134","","MDIKJABB_04015"
"group_1504","","hypothetical protein","1","1","1","93","246","297","4","","593","593","593","","MDIKJABB_04016"
"group_1505","","hypothetical protein","1","1","1","93","245","297","3","","524","524","524","","MDIKJABB_04017"
"group_1506","","hypothetical protein","1","1","1","95","313","255","2","","2378","2378","2378","","MDIKJABB_04025"
"group_1507","","hypothetical protein","1","1","1","95","314","255","3","","776","776","776","","MDIKJABB_04026"
"group_1508","","hypothetical protein","1","1","1","95","315","255","4","","335","335","335","","MDIKJABB_04027"
"group_1509","","hypothetical protein","1","1","1","95","316","255","5","","2399","2399","2399","","MDIKJABB_04028"
"group_1510","","hypothetical protein","1","1","1","95","317","255","6","","257","257","257","","MDIKJABB_04029"
"group_1511","","hypothetical protein","1","1","1","95","318","255","7","","1181","1181","1181","","MDIKJABB_04030"
"group_1512","","hypothetical protein","1","1","1","95","319","255","1","","2261","2261","2261","","MDIKJABB_04031"
"group_1513","","hypothetical protein","1","1","1","95","323","12","1","","1592","1592","1592","","MDIKJABB_04033"
"group_1514","","hypothetical protein","1","1","1","95","349","93","1","","746","746","746","","MDIKJABB_04054"
"group_1515","","hypothetical protein","1","1","1","95","1251","87","1","","152","152","152","","MDIKJABB_04080"
"group_1516","yphB","putative protein YphB","1","1","1","95","1274","","","","704","704","704","","MDIKJABB_04104"
"group_1517","","hypothetical protein","1","1","1","95","388","208","1","","143","143","143","","MDIKJABB_04126"
"pspA_1","","Phosphoserine phosphatase 1","1","1","1","95","906","208","3","","620","620","620","","MDIKJABB_04127"
"group_1519","","hypothetical protein","1","1","1","95","907","208","2","","743","743","743","","MDIKJABB_04128"
"group_1520","","hypothetical protein","1","1","1","95","927","","","","368","368","368","","MDIKJABB_04149"
"group_1521","","hypothetical protein","1","1","1","95","1480","251","1","","104","104","104","","MDIKJABB_04150"
"gph_2","","Phosphoglycolate phosphatase","1","1","1","95","1481","251","2","","1241","1241","1241","","MDIKJABB_04151"
"group_1523","","hypothetical protein","1","1","1","95","1482","251","3","","1985","1985","1985","","MDIKJABB_04152"
"group_1524","","hypothetical protein","1","1","1","95","1483","251","4","","494","494","494","","MDIKJABB_04153"
"group_1525","","hypothetical protein","1","1","1","95","1484","251","5","","1211","1211","1211","","MDIKJABB_04154"
"yjgH","","RutC family protein YjgH","1","1","1","95","1485","251","6","","389","389","389","","MDIKJABB_04155"
"acuI","","putative acrylyl-CoA reductase AcuI","1","1","1","95","1479","95","1","","977","977","977","","MDIKJABB_04164"
"group_1528","","hypothetical protein","1","1","1","95","1478","","","","899","899","899","","MDIKJABB_04193"
"ydjE_2","","Inner membrane metabolite transport protein YdjE","1","1","1","95","171","267","1","","1358","1358","1358","","MDIKJABB_04208"
"ydjF_2","","putative HTH-type transcriptional regulator YdjF","1","1","1","95","170","267","8","","758","758","758","","MDIKJABB_04209"
"ydjG","","NADH-specific methylglyoxal reductase","1","1","1","95","169","267","7","","983","983","983","","MDIKJABB_04210"
"ydjH_2","","putative sugar kinase YdjH","1","1","1","95","168","267","6","","947","947","947","","MDIKJABB_04211"
"ydjI","","putative protein YdjI","1","1","1","95","167","267","5","","836","836","836","","MDIKJABB_04212"
"ydjJ","","putative zinc-type alcohol dehydrogenase-like protein YdjJ","1","1","1","95","166","267","4","","1043","1043","1043","","MDIKJABB_04213"
"ydjE_3","","Inner membrane metabolite transport protein YdjE","1","1","1","95","165","267","3","","1379","1379","1379","","MDIKJABB_04214"
"group_1536","","D-arabitol-phosphate dehydrogenase","1","1","1","95","164","267","2","","1076","1076","1076","","MDIKJABB_04215"
"group_1537","","hypothetical protein","1","1","1","85","22","314","6","","470","470","470","","MDIKJABB_04235"
"group_1538","","hypothetical protein","1","1","1","85","23","314","7","","350","350","350","","MDIKJABB_04236"
"group_1539","","hypothetical protein","1","1","1","85","24","314","8","","395","395","395","","MDIKJABB_04237"
"group_1540","","hypothetical protein","1","1","1","85","25","314","9","","1292","1292","1292","","MDIKJABB_04238"
"group_1541","","hypothetical protein","1","1","1","85","26","314","10","","950","950","950","","MDIKJABB_04239"
"group_1542","","hypothetical protein","1","1","1","85","27","314","11","","2087","2087","2087","","MDIKJABB_04240"
"repA_1","","Replication initiation protein","1","1","1","85","28","314","12","","1055","1055","1055","","MDIKJABB_04241"
"group_1544","","hypothetical protein","1","1","1","85","29","314","13","","230","230","230","","MDIKJABB_04242"
"group_1545","","hypothetical protein","1","1","1","85","30","314","14","","653","653","653","","MDIKJABB_04243"
"group_1546","","hypothetical protein","1","1","1","85","31","314","15","","2195","2195","2195","","MDIKJABB_04244"
"group_1547","","hypothetical protein","1","1","1","85","32","314","16","","596","596","596","","MDIKJABB_04245"
"group_1548","","hypothetical protein","1","1","1","85","33","314","17","","1208","1208","1208","","MDIKJABB_04246"
"group_1549","","hypothetical protein","1","1","1","85","34","314","18","","3050","3050","3050","","MDIKJABB_04247"
"group_1550","","hypothetical protein","1","1","1","85","35","314","19","","494","494","494","","MDIKJABB_04248"
"group_1551","","hypothetical protein","1","1","1","85","36","314","20","","389","389","389","","MDIKJABB_04249"
"group_1552","","hypothetical protein","1","1","1","85","37","314","21","","530","530","530","","MDIKJABB_04250"
"group_1553","","hypothetical protein","1","1","1","85","38","314","22","","704","704","704","","MDIKJABB_04251"
"group_1554","","hypothetical protein","1","1","1","85","39","314","23","","1349","1349","1349","","MDIKJABB_04252"
"group_1555","","hypothetical protein","1","1","1","85","40","314","24","","1151","1151","1151","","MDIKJABB_04253"
"group_1556","","hypothetical protein","1","1","1","85","41","314","25","","713","713","713","","MDIKJABB_04254"
"group_1557","","hypothetical protein","1","1","1","85","42","314","26","","410","410","410","","MDIKJABB_04255"
"group_1558","","hypothetical protein","1","1","1","85","43","314","27","","512","512","512","","MDIKJABB_04256"
"group_1559","","hypothetical protein","1","1","1","85","44","314","28","","3437","3437","3437","","MDIKJABB_04257"
"group_1560","","hypothetical protein","1","1","1","85","45","314","29","","260","260","260","","MDIKJABB_04258"
"group_1561","","hypothetical protein","1","1","1","85","46","314","30","","1163","1163","1163","","MDIKJABB_04259"
"group_1562","","hypothetical protein","1","1","1","85","47","314","31","","779","779","779","","MDIKJABB_04260"
"group_1563","","hypothetical protein","1","1","1","85","48","314","32","","500","500","500","","MDIKJABB_04261"
"traI_1","","Protein TraI","1","1","1","85","49","314","33","","1979","1979","1979","","MDIKJABB_04262"
"group_1565","","hypothetical protein","1","1","1","85","50","314","34","","563","563","563","","MDIKJABB_04263"
"group_1566","","hypothetical protein","1","1","1","85","51","314","35","","365","365","365","","MDIKJABB_04264"
"group_1567","","hypothetical protein","1","1","1","85","52","314","36","","536","536","536","","MDIKJABB_04265"
"group_1568","","hypothetical protein","1","1","1","85","53","314","37","","311","311","311","","MDIKJABB_04266"
"group_1569","","Single-stranded DNA-binding protein","1","1","1","85","54","314","38","","434","434","434","","MDIKJABB_04267"
"group_1570","","hypothetical protein","1","1","1","85","55","314","39","","221","221","221","","MDIKJABB_04268"
"group_1571","","hypothetical protein","1","1","1","85","56","314","40","","284","284","284","","MDIKJABB_04269"
"klcA_3","","Antirestriction protein KlcA","1","1","1","85","57","314","41","","440","440","440","","MDIKJABB_04270"
"group_1573","","hypothetical protein","1","1","1","85","58","314","42","","305","305","305","","MDIKJABB_04271"
"group_1574","","hypothetical protein","1","1","1","85","59","314","5","","410","410","410","","MDIKJABB_04272"
"group_1575","","hypothetical protein","1","1","1","85","60","314","4","","113","113","113","","MDIKJABB_04273"
"ymoA_2","","Modulating protein YmoA","1","1","1","85","61","314","3","","230","230","230","","MDIKJABB_04274"
"group_1577","","hypothetical protein","1","1","1","85","62","314","2","","338","338","338","","MDIKJABB_04275"
"group_1578","","hypothetical protein","1","1","1","85","63","314","1","","860","860","860","","MDIKJABB_04276"
"group_1579","","hypothetical protein","1","1","1","85","64","","","","971","971","971","","MDIKJABB_04278"
"group_1580","","hypothetical protein","1","1","1","95","625","270","4","","536","536","536","","MDIKJABB_04395"
"acrB_3","","Multidrug efflux pump subunit AcrB","1","1","1","95","624","270","5","","3116","3116","3116","","MDIKJABB_04396"
"group_1582","","hypothetical protein","1","1","1","95","623","270","6","","884","884","884","","MDIKJABB_04397"
"group_1583","","hypothetical protein","1","1","1","95","622","270","7","","389","389","389","","MDIKJABB_04398"
"group_1584","phoP_1","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","1","1","1","95","621","270","8","","737","737","737","","MDIKJABB_04399"
"rstB_2","","Sensor protein RstB","1","1","1","95","620","270","3","","1061","1061","1061","","MDIKJABB_04400"
"group_1586","","hypothetical protein","1","1","1","95","619","270","2","","935","935","935","","MDIKJABB_04401"
"mccF","","Microcin C7 self-immunity protein MccF","1","1","1","95","614","270","1","","827","827","827","","MDIKJABB_04402"
"group_1588","ccmH","Cytochrome c-type biogenesis protein CcmH","1","1","1","95","613","31","1","","458","458","458","","MDIKJABB_04404"
"group_1589","","hypothetical protein","1","1","1","95","418","","","","728","728","728","","MDIKJABB_04420"
"group_1590","","hypothetical protein","1","1","1","93","67","306","10","","1034","1034","1034","","MDIKJABB_04421"
"group_1591","","hypothetical protein","1","1","1","93","68","306","11","","1721","1721","1721","","MDIKJABB_04422"
"group_1592","","hypothetical protein","1","1","1","93","69","306","12","","833","833","833","","MDIKJABB_04423"
"group_1593","","hypothetical protein","1","1","1","93","70","306","13","","1049","1049","1049","","MDIKJABB_04424"
"group_1594","","hypothetical protein","1","1","1","93","71","306","14","","914","914","914","","MDIKJABB_04425"
"group_1595","","hypothetical protein","1","1","1","93","72","306","15","","497","497","497","","MDIKJABB_04426"
"group_1596","","hypothetical protein","1","1","1","93","73","306","16","","200","200","200","","MDIKJABB_04427"
"group_1597","","hypothetical protein","1","1","1","93","74","306","17","","281","281","281","","MDIKJABB_04428"
"group_1598","","hypothetical protein","1","1","1","93","75","306","18","","551","551","551","","MDIKJABB_04429"
"group_1599","","hypothetical protein","1","1","1","93","76","306","19","","395","395","395","","MDIKJABB_04430"
"group_16","","hypothetical protein","1","1","1","95","400","113","1","","224","224","224","JODDOAAB_02084",""
"group_1600","","hypothetical protein","1","1","1","93","77","306","20","","458","458","458","","MDIKJABB_04431"
"group_1601","","hypothetical protein","1","1","1","93","78","306","21","","641","641","641","","MDIKJABB_04432"
"group_1602","","hypothetical protein","1","1","1","93","79","306","22","","584","584","584","","MDIKJABB_04433"
"group_1603","","hypothetical protein","1","1","1","93","80","306","23","","368","368","368","","MDIKJABB_04434"
"group_1604","","hypothetical protein","1","1","1","93","81","306","24","","899","899","899","","MDIKJABB_04435"
"group_1605","","hypothetical protein","1","1","1","93","82","306","25","","278","278","278","","MDIKJABB_04436"
"group_1606","","hypothetical protein","1","1","1","93","83","306","26","","1727","1727","1727","","MDIKJABB_04437"
"group_1607","","hypothetical protein","1","1","1","93","84","306","27","","179","179","179","","MDIKJABB_04438"
"group_1608","","hypothetical protein","1","1","1","93","85","306","9","","1064","1064","1064","","MDIKJABB_04439"
"group_1609","","hypothetical protein","1","1","1","93","86","306","8","","488","488","488","","MDIKJABB_04440"
"group_1610","","hypothetical protein","1","1","1","93","87","306","7","","2735","2735","2735","","MDIKJABB_04441"
"group_1611","","hypothetical protein","1","1","1","93","88","306","6","","299","299","299","","MDIKJABB_04442"
"group_1612","","hypothetical protein","1","1","1","93","89","306","5","","515","515","515","","MDIKJABB_04443"
"group_1613","gpFI_2","Putative prophage major tail sheath protein","1","1","1","93","90","306","4","","1181","1181","1181","","MDIKJABB_04444"
"group_1614","","hypothetical protein","1","1","1","93","91","306","3","","1154","1154","1154","","MDIKJABB_04445"
"group_1615","","hypothetical protein","1","1","1","93","92","306","2","","248","248","248","","MDIKJABB_04446"
"group_1616","","hypothetical protein","1","1","1","93","93","306","1","","383","383","383","","MDIKJABB_04447"
"group_1617","","hypothetical protein","1","1","1","93","188","96","1","","149","149","149","","MDIKJABB_04451"
"btuD_8","","Vitamin B12 import ATP-binding protein BtuD","1","1","1","95","372","265","4","","1520","1520","1520","","MDIKJABB_04465"
"group_1619","hdfR_4","HTH-type transcriptional regulator HdfR","1","1","1","95","373","265","5","","914","914","914","","MDIKJABB_04466"
"czcO","","putative oxidoreductase CzcO","1","1","1","95","374","265","6","","1259","1259","1259","","MDIKJABB_04467"
"group_1621","","hypothetical protein","1","1","1","95","375","265","7","","434","434","434","","MDIKJABB_04468"
"group_1622","","hypothetical protein","1","1","1","95","376","265","3","","674","674","674","","MDIKJABB_04469"
"argE_3","","Acetylornithine deacetylase","1","1","1","95","377","265","2","","1184","1184","1184","","MDIKJABB_04470"
"group_1624","","hypothetical protein","1","1","1","95","378","265","1","","818","818","818","","MDIKJABB_04471"
"group_1625","","hypothetical protein","1","1","1","94","445","284","3","","1451","1451","1451","","MDIKJABB_04499"
"group_1626","","hypothetical protein","1","1","1","94","446","284","4","","308","308","308","","MDIKJABB_04500"
"group_1627","","hypothetical protein","1","1","1","94","447","284","5","","218","218","218","","MDIKJABB_04501"
"group_1628","","IS3 family transposase IS1351","1","1","1","94","448","284","6","","266","266","266","","MDIKJABB_04502"
"group_1629","","IS3 family transposase IS1351","1","1","1","94","449","284","7","","395","395","395","","MDIKJABB_04503"
"group_1630","","hypothetical protein","1","1","1","94","450","284","8","","629","629","629","","MDIKJABB_04504"
"recF_3","","DNA replication and repair protein RecF","1","1","1","94","451","284","9","","1592","1592","1592","","MDIKJABB_04505"
"group_1632","","hypothetical protein","1","1","1","94","452","284","10","","965","965","965","","MDIKJABB_04506"
"group_1633","","hypothetical protein","1","1","1","94","453","284","11","","641","641","641","","MDIKJABB_04507"
"intA_4","","Prophage integrase IntA","1","1","1","94","454","284","2","","422","422","422","","MDIKJABB_04508"
"intA_5","","Prophage integrase IntA","1","1","1","94","455","284","1","","827","827","827","","MDIKJABB_04509"
"gci","","D-galactarolactone cycloisomerase","1","1","1","95","1471","245","1","","1154","1154","1154","","MDIKJABB_04551"
"ddpA_2","","putative D,D-dipeptide-binding periplasmic protein DdpA","1","1","1","95","1470","245","2","","1670","1670","1670","","MDIKJABB_04552"
"ddpB","","putative D,D-dipeptide transport system permease protein DdpB","1","1","1","95","1469","245","6","","1037","1037","1037","","MDIKJABB_04553"
"ddpC_3","","putative D,D-dipeptide transport system permease protein DdpC","1","1","1","95","1468","245","5","","905","905","905","","MDIKJABB_04554"
"oppD_3","","Oligopeptide transport ATP-binding protein OppD","1","1","1","95","1467","245","4","","863","863","863","","MDIKJABB_04555"
"oppF_3","","Oligopeptide transport ATP-binding protein OppF","1","1","1","95","1466","245","3","","773","773","773","","MDIKJABB_04556"
"group_1642","","hypothetical protein","1","1","1","95","2169","83","1","","275","275","275","","MDIKJABB_04664"
"icd_1","","Isocitrate dehydrogenase [NADP]","1","1","1","95","2175","226","1","","152","152","152","","MDIKJABB_04668"
"group_1644","","hypothetical protein","1","1","1","95","2174","226","2","","371","371","371","","MDIKJABB_04669"
"hin_2","","DNA-invertase hin","1","1","1","95","2172","226","3","","548","548","548","","MDIKJABB_04671"
"group_1646","","hypothetical protein","1","1","1","95","1668","","","","347","347","347","","MDIKJABB_04708"
"group_1647","","hypothetical protein","1","1","1","93","192","295","1","","974","974","974","","MDIKJABB_04709"
"group_1648","","hypothetical protein","1","1","1","93","193","295","16","","692","692","692","","MDIKJABB_04710"
"group_1649","","hypothetical protein","1","1","1","93","194","295","15","","2639","2639","2639","","MDIKJABB_04711"
"group_1650","","hypothetical protein","1","1","1","93","195","295","14","","329","329","329","","MDIKJABB_04712"
"group_1651","","hypothetical protein","1","1","1","93","196","295","13","","161","161","161","","MDIKJABB_04713"
"group_1652","","hypothetical protein","1","1","1","93","197","295","12","","152","152","152","","MDIKJABB_04714"
"group_1653","","hypothetical protein","1","1","1","93","198","295","11","","173","173","173","","MDIKJABB_04715"
"group_1654","dam_3","DNA adenine methylase","1","1","1","93","199","295","10","","968","968","968","","MDIKJABB_04716"
"group_1655","","hypothetical protein","1","1","1","93","200","295","9","","578","578","578","","MDIKJABB_04717"
"group_1656","","hypothetical protein","1","1","1","93","201","295","8","","224","224","224","","MDIKJABB_04718"
"group_1657","","hypothetical protein","1","1","1","93","202","295","7","","272","272","272","","MDIKJABB_04719"
"group_1658","","hypothetical protein","1","1","1","93","203","295","6","","386","386","386","","MDIKJABB_04720"
"group_1659","","hypothetical protein","1","1","1","93","204","295","5","","263","263","263","","MDIKJABB_04721"
"group_1660","","hypothetical protein","1","1","1","93","205","295","4","","332","332","332","","MDIKJABB_04722"
"group_1661","","hypothetical protein","1","1","1","93","206","295","3","","302","302","302","","MDIKJABB_04723"
"xerC_5","","Tyrosine recombinase XerC","1","1","1","93","207","295","2","","1007","1007","1007","","MDIKJABB_04724"
"pdeG","","putative cyclic di-GMP phosphodiesterase PdeG","1","1","1","93","238","211","1","","1145","1145","1145","","MDIKJABB_04744"
"group_1664","","hypothetical protein","1","1","1","93","237","211","2","","275","275","275","","MDIKJABB_04745"
"hin_3","","DNA-invertase hin","1","1","1","93","236","211","3","","569","569","569","","MDIKJABB_04746"
"group_1666","","hypothetical protein","1","1","1","81","11","75","1","","311","311","311","","MDIKJABB_04747"
"tktA","","Transketolase 1","1","1","1","81","1","","","","1946","1946","1946","","MDIKJABB_04773"
"ymoA_3","","Modulating protein YmoA","1","1","1","87","56","309","3","","203","203","203","","MDIKJABB_04774"
"group_1669","","hypothetical protein","1","1","1","87","57","309","4","","350","350","350","","MDIKJABB_04775"
"inhA","","Isonitrile hydratase","1","1","1","87","58","309","5","","698","698","698","","MDIKJABB_04776"
"group_1671","","hypothetical protein","1","1","1","87","59","309","6","","509","509","509","","MDIKJABB_04777"
"group_1672","","hypothetical protein","1","1","1","87","60","309","7","","911","911","911","","MDIKJABB_04778"
"mcr-8.1","","phosphoethanolamine--lipid A transferase MCR-8.1","1","1","1","87","61","309","8","","1697","1697","1697","","MDIKJABB_04779"
"copR_2","","Transcriptional activator protein CopR","1","1","1","87","62","309","9","","695","695","695","","MDIKJABB_04780"
"sasA_3","","Adaptive-response sensory-kinase SasA","1","1","1","87","63","309","10","","1229","1229","1229","","MDIKJABB_04781"
"dgkA_2","","Diacylglycerol kinase","1","1","1","87","64","309","11","","389","389","389","","MDIKJABB_04782"
"group_1677","","hypothetical protein","1","1","1","87","65","309","12","","899","899","899","","MDIKJABB_04783"
"group_1678","","hypothetical protein","1","1","1","87","66","309","13","","209","209","209","","MDIKJABB_04784"
"group_1679","","hypothetical protein","1","1","1","87","67","309","14","","533","533","533","","MDIKJABB_04785"
"group_1680","","hypothetical protein","1","1","1","87","68","309","15","","356","356","356","","MDIKJABB_04786"
"group_1681","","hypothetical protein","1","1","1","87","69","309","16","","1091","1091","1091","","MDIKJABB_04787"
"group_1682","","hypothetical protein","1","1","1","87","70","309","17","","806","806","806","","MDIKJABB_04788"
"sbmC_2","","DNA gyrase inhibitor","1","1","1","87","71","309","18","","470","470","470","","MDIKJABB_04789"
"dap","","D-aminopeptidase","1","1","1","87","72","309","19","","1364","1364","1364","","MDIKJABB_04790"
"group_1685","","hypothetical protein","1","1","1","87","73","309","20","","776","776","776","","MDIKJABB_04791"
"group_1686","","hypothetical protein","1","1","1","87","74","309","21","","323","323","323","","MDIKJABB_04792"
"yedK_2","","SOS response-associated protein YedK","1","1","1","87","75","309","22","","671","671","671","","MDIKJABB_04793"
"group_1688","","hypothetical protein","1","1","1","87","77","309","24","","479","479","479","","MDIKJABB_04795"
"group_1689","","hypothetical protein","1","1","1","87","78","309","25","","260","260","260","","MDIKJABB_04796"
"group_1690","","hypothetical protein","1","1","1","87","79","309","26","","557","557","557","","MDIKJABB_04797"
"group_1691","","hypothetical protein","1","1","1","87","80","309","27","","308","308","308","","MDIKJABB_04798"
"group_1692","","hypothetical protein","1","1","1","87","81","309","28","","650","650","650","","MDIKJABB_04799"
"group_1693","","hypothetical protein","1","1","1","87","82","309","2","","644","644","644","","MDIKJABB_04800"
"group_1694","","hypothetical protein","1","1","1","87","83","309","1","","221","221","221","","MDIKJABB_04801"
"group_1695","","hypothetical protein","1","1","1","94","799","80","1","","320","320","320","","MDIKJABB_04832"
"group_1696","","hypothetical protein","1","1","1","95","2218","104","1","","275","275","275","","MDIKJABB_04834"
"group_1697","","hypothetical protein","1","1","1","95","2216","303","1","","311","311","311","","MDIKJABB_04837"
"group_1698","","hypothetical protein","1","1","1","95","2215","303","2","","578","578","578","","MDIKJABB_04838"
"group_1699","","hypothetical protein","1","1","1","95","2214","303","3","","980","980","980","","MDIKJABB_04839"
"rusA_2","","Crossover junction endodeoxyribonuclease RusA","1","1","1","95","2213","303","4","","377","377","377","","MDIKJABB_04840"
"dam_4","","DNA adenine methylase","1","1","1","95","2212","303","5","","809","809","809","","MDIKJABB_04841"
"group_1702","","hypothetical protein","1","1","1","95","2211","303","6","","914","914","914","","MDIKJABB_04842"
"group_1703","","hypothetical protein","1","1","1","95","2210","303","7","","452","452","452","","MDIKJABB_04843"
"group_1704","","hypothetical protein","1","1","1","95","2209","303","8","","476","476","476","","MDIKJABB_04844"
"group_1705","","hypothetical protein","1","1","1","95","2208","303","9","","1154","1154","1154","","MDIKJABB_04845"
"group_1706","","hypothetical protein","1","1","1","95","2207","303","22","","359","359","359","","MDIKJABB_04846"
"rdgC_2","","Recombination-associated protein RdgC","1","1","1","95","2206","303","21","","917","917","917","","MDIKJABB_04847"
"group_1708","","hypothetical protein","1","1","1","95","2205","303","20","","299","299","299","","MDIKJABB_04848"
"group_1709","","hypothetical protein","1","1","1","95","2204","303","19","","785","785","785","","MDIKJABB_04849"
"group_1710","","hypothetical protein","1","1","1","95","2203","303","18","","134","134","134","","MDIKJABB_04850"
"group_1711","","hypothetical protein","1","1","1","95","2202","303","17","","359","359","359","","MDIKJABB_04851"
"group_1712","","hypothetical protein","1","1","1","95","2199","303","14","","677","677","677","","MDIKJABB_04854"
"group_1713","","hypothetical protein","1","1","1","95","2198","303","13","","176","176","176","","MDIKJABB_04855"
"group_1714","","hypothetical protein","1","1","1","95","2197","303","12","","797","797","797","","MDIKJABB_04856"
"group_1715","","hypothetical protein","1","1","1","95","2196","303","11","","218","218","218","","MDIKJABB_04857"
"group_1716","","hypothetical protein","1","1","1","95","2195","303","10","","1142","1142","1142","","MDIKJABB_04858"
"group_1717","","hypothetical protein","1","1","1","78","7","307","19","","593","593","593","","MDIKJABB_04942"
"group_1718","","hypothetical protein","1","1","1","78","8","307","20","","302","302","302","","MDIKJABB_04943"
"group_1719","","hypothetical protein","1","1","1","78","9","307","21","","356","356","356","","MDIKJABB_04944"
"group_1720","","hypothetical protein","1","1","1","78","10","307","22","","233","233","233","","MDIKJABB_04945"
"group_1721","","hypothetical protein","1","1","1","78","11","307","23","","260","260","260","","MDIKJABB_04946"
"group_1722","","hypothetical protein","1","1","1","78","12","307","24","","452","452","452","","MDIKJABB_04947"
"group_1723","","hypothetical protein","1","1","1","78","13","307","25","","1394","1394","1394","","MDIKJABB_04948"
"group_1724","","hypothetical protein","1","1","1","78","14","307","26","","1664","1664","1664","","MDIKJABB_04949"
"group_1725","","hypothetical protein","1","1","1","78","15","307","27","","326","326","326","","MDIKJABB_04950"
"group_1726","","hypothetical protein","1","1","1","78","16","307","18","","725","725","725","","MDIKJABB_04951"
"group_1727","","hypothetical protein","1","1","1","78","17","307","17","","527","527","527","","MDIKJABB_04952"
"group_1728","","hypothetical protein","1","1","1","78","18","307","16","","404","404","404","","MDIKJABB_04953"
"group_1729","","hypothetical protein","1","1","1","78","19","307","15","","473","473","473","","MDIKJABB_04954"
"group_1730","","hypothetical protein","1","1","1","78","20","307","14","","605","605","605","","MDIKJABB_04955"
"group_1731","","hypothetical protein","1","1","1","78","21","307","13","","2276","2276","2276","","MDIKJABB_04956"
"group_1732","","hypothetical protein","1","1","1","78","22","307","12","","401","401","401","","MDIKJABB_04957"
"group_1733","","hypothetical protein","1","1","1","78","23","307","11","","431","431","431","","MDIKJABB_04958"
"group_1734","","hypothetical protein","1","1","1","78","24","307","10","","494","494","494","","MDIKJABB_04959"
"group_1735","","hypothetical protein","1","1","1","78","25","307","9","","2714","2714","2714","","MDIKJABB_04960"
"group_1736","","hypothetical protein","1","1","1","78","26","307","8","","1706","1706","1706","","MDIKJABB_04961"
